"Date"	"CrudeWTI"	"CrudeBrent"	"NYGasoline"	"USGGasoline"	"LAGasoline"	"NYHeatingOil"	"NYDiesel"	"USGDiesel"	"LADiesel"	"USGJetFuel"	"MBTXPropane"	"MEAN"
2020-12-16	-0,21386	-0,26323	-0,19803	-0,16667	-0,16169	-0,30731	-0,27407	-0,25993	-0,20274	-0,29761	0,21154	-0,19396
2020-12-17	-0,20663	-0,25926	-0,18051	-0,16133	-0,14923	-0,29385	-0,26407	-0,24545	-0,20479	-0,28228	0,34449	-0,17299
2020-12-18	-0,2	-0,25151	-0,18332	-0,17799	-0,12368	-0,28814	-0,25505	-0,24277	-0,22355	-0,28306	0,25249	-0,17969
2020-12-21	-0,20917	-0,26289	-0,20561	-0,20193	-0,14889	-0,30461	-0,27291	-0,25934	-0,24251	-0,30088	0,41582	-0,18117
2020-12-22	-0,22294	-0,26093	-0,21689	-0,22295	-0,16308	-0,31238	-0,27759	-0,27707	-0,24477	-0,31963	0,42857	-0,18997
2020-12-23	-0,21628	-0,26292	-0,19966	-0,20495	-0,09406	-0,29995	-0,265	-0,2649	-0,22707	-0,30495	0,50427	-0,16686
2020-12-24	-0,21236	-0,26538	-0,20079	-0,20612	-0,09521	-0,29995	-0,26549	-0,26643	-0,22903	-0,30648	0,50427	-0,16754
2020-12-28	-0,23089	-0,26165	-0,21793	-0,22575	-0,13315	-0,31361	-0,27664	-0,27563	-0,25469	-0,32172	0,60268	-0,17354
2020-12-29	-0,22397	-0,26149	-0,19762	-0,20629	-0,11669	-0,30788	-0,2704	-0,26735	-0,27268	-0,31145	0,68129	-0,1595
2020-12-30	-0,21099	-0,25129	-0,17261	-0,17679	-0,09206	-0,3014	-0,27052	-0,2617	-0,26943	-0,30227	0,82324	-0,13507
2020-12-31	-0,20919	-0,24421	-0,17261	-0,1869	-0,09206	-0,3024	-0,27151	-0,26375	-0,27754	-0,30999	0,81114	-0,13809
2021-01-04	-0,24651	-0,27085	-0,21763	-0,22672	-0,14254	-0,33104	-0,28968	-0,2923	-0,29801	-0,33469	0,6129	-0,18519
2021-01-05	-0,21321	-0,24327	-0,16713	-0,17075	-0,11209	-0,28493	-0,24666	-0,24331	-0,25993	-0,29109	0,70213	-0,13911
2021-01-06	-0,19537	-0,21734	-0,14505	-0,1543	-0,0934	-0,28522	-0,24704	-0,24961	-0,27125	-0,29656	0,72318	-0,13018
2021-01-07	-0,15122	-0,2022	-0,10954	-0,10627	-0,08759	-0,2623	-0,21861	-0,20986	-0,23635	-0,27061	0,77704	-0,09795
2021-01-08	-0,12458	-0,16627	-0,07075	-0,06695	-0,1071	-0,23268	-0,18705	-0,17738	-0,21511	-0,24013	0,87609	-0,06472
2021-01-11	-0,1164	-0,17867	-0,08775	-0,0738	-0,12359	-0,23173	-0,18611	-0,17685	-0,20646	-0,23922	0,91285	-0,06434
2021-01-12	-0,0875	-0,12722	-0,06773	-0,0572	-0,11576	-0,20362	-0,15839	-0,14774	-0,17678	-0,1966	0,85022	-0,04439
2021-01-13	-0,09479	-0,13856	-0,0708	-0,0598	-0,1339	-0,20668	-0,16632	-0,15203	-0,17984	-0,19759	1,06951	-0,03007
2021-01-14	-0,07587	-0,11898	-0,05338	-0,05136	-0,13199	-0,17555	-0,14187	-0,12723	-0,16311	-0,17801	1,03023	-0,01701
2021-01-15	-0,10714	-0,1521	-0,08338	-0,08118	-0,15466	-0,18815	-0,14739	-0,12543	-0,16728	-0,19222	1,22791	-0,01555
2021-01-18	-0,1076	-0,15363	-0,07414	-0,07263	-0,13543	-0,18549	-0,14785	-0,1348	-0,15798	-0,19177	1,25943	-0,00926
2021-01-19	-0,09701	-0,14312	-0,06287	-0,06456	-0,12514	-0,18276	-0,14301	-0,13029	-0,15266	-0,18613	1,08726	-0,01821
2021-01-20	-0,08738	-0,12567	-0,05903	-0,05993	-0,12738	-0,16759	-0,12774	-0,11233	-0,15195	-0,16935	1,00946	-0,01626
2021-01-21	-0,06624	-0,10353	-0,01854	-0,01623	-0,08718	-0,15224	-0,11148	-0,09924	-0,12235	-0,15605	1,10422	0,01556
2021-01-22	-0,05819	-0,0986	-0,0156	-0,00459	-0,10247	-0,16089	-0,12199	-0,10687	-0,14093	-0,1651	1,19192	0,0197
2021-01-25	-0,02422	-0,06572	0,02502	0,03639	-0,09219	-0,12639	-0,08039	-0,0716	-0,11018	-0,12072	1,22362	0,05396
2021-01-26	-0,00904	-0,05603	0,06196	0,0742	-0,05832	-0,09385	-0,04034	-0,0326	-0,06513	-0,11827	1,2641	0,08425
2021-01-27	-0,00975	-0,07243	0,04148	0,04837	-0,0804	-0,1173	-0,0603	-0,0525	-0,08861	-0,13224	1,25806	0,06676
2021-01-28	-0,01933	-0,07719	0,02992	0,03262	-0,077	-0,10978	-0,04651	-0,0445	-0,08686	-0,12469	1,15294	0,05724
2021-01-29	-0,00057	-0,04279	0,02049	0,01338	-0,09529	-0,08996	-0,02737	-0,02778	-0,07016	-0,10543	1,1809	0,06867
2021-02-01	0,03819	-0,02337	0,06128	0,06913	-0,07398	-0,03762	0,0179	0,03238	-0,01589	-0,03324	1,19697	0,11198
2021-02-02	0,09409	0,06704	0,101	0,10479	-0,05246	0,00909	0,07134	0,09329	0,03587	0,02345	1,19048	0,158
2021-02-03	0,12261	0,08738	0,13851	0,15632	-0,04124	0,00834	0,0681	0,09759	0,03185	0,03722	1,19048	0,17247
2021-02-04	0,10458	0,06539	0,09648	0,11134	-0,0706	-0,02219	0,0358	0,06358	0,00348	0,00066	1,22222	0,14643
2021-02-05	0,11504	0,07793	0,0921	0,10905	-0,06639	-0,02752	0,02939	0,04318	0,00575	-0,01674	1,25849	0,1473
2021-02-08	0,15117	0,10343	0,08701	0,12372	-0,02546	0,00931	0,06825	0,0876	0,03654	0,02957	1,28571	0,1779
2021-02-09	0,17645	0,13767	0,08067	0,10787	-0,0266	0,03163	0,09063	0,12401	0,05431	0,05231	1,32181	0,19552
2021-02-10	0,1738	0,13278	0,07161	0,08707	-0,04305	0,02753	0,0799	0,09459	0,04211	0,046	1,30027	0,18297
2021-02-11	0,13867	0,09993	0,02901	0,03415	-0,07263	-0,00971	0,03754	0,04795	-0,01448	-0,00385	1,20779	0,13585
2021-02-12	0,15736	0,1088	0,05941	0,06912	-0,11054	0,00606	0,05707	0,06774	-0,00222	0,00317	1,27411	0,15365
2021-02-15	0,14357	0,10824	0,05354	0,18046	-0,11237	-0,00479	0,04588	0,05593	-0,011	-0,00629	1,26835	0,1565
2021-02-16	0,15453	0,106	0,10462	0,24822	-0,08247	0,01977	0,07	0,09219	0,02254	0,02577	1,27342	0,18496
2021-02-17	0,17255	0,13374	0,1097	0,19241	-0,04921	0,0517	0,10209	0,13716	0,04545	0,06414	1,4268	0,21696
2021-02-18	0,133	0,07317	0,05337	0,11749	-0,09364	0,0246	0,07038	0,09687	0,01801	0,02525	1,24312	0,16015
2021-02-19	0,0995	0,05489	0,05982	0,1299	-0,04757	0,02655	0,07257	0,09767	0,02862	0,02211	1,17727	0,15648
2021-02-22	0,15573	0,10461	0,10178	0,17566	0	0,06	0,10611	0,1344	0,03342	0,05626	1,17241	0,19094
2021-02-23	0,20055	0,149	0,14848	0,18874	0,02907	0,13587	0,16801	0,18638	0,07747	0,13633	1,34719	0,25155
2021-02-24	0,26979	0,20908	0,21226	0,27114	0,16351	0,19424	0,22435	0,24306	0,16084	0,19645	1,41935	0,32401
2021-02-25	0,30327	0,21343	0,25542	0,32256	0,13871	0,20737	0,26361	0,29241	0,17758	0,2245	1,43655	0,34867
2021-02-26	0,30485	0,26193	0,29048	0,37232	0,16587	0,19375	0,25068	0,27848	0,16977	0,21532	1,38889	0,35385
2021-03-01	0,35043	0,25823	0,28189	0,42727	0,22053	0,17103	0,22761	0,25139	0,13879	0,19117	1,43291	0,35921
2021-03-02	0,27619	0,20278	0,23441	0,27797	0,13105	0,10651	0,16388	0,19652	0,08371	0,13769	1,39506	0,29143
2021-03-03	0,29744	0,23851	0,27152	0,29175	0,13949	0,12871	0,189	0,21472	0,11461	0,15734	1,39604	0,31265
2021-03-04	0,36404	0,29811	0,2834	0,30354	0,15458	0,16481	0,22408	0,25083	0,14073	0,19541	1,4325	0,34655
2021-03-05	0,43965	0,36381	0,36667	0,35374	0,24124	0,2269	0,29893	0,32781	0,20661	0,28281	1,53247	0,42188
2021-03-08	0,5807	0,49123	0,46276	0,44833	0,35375	0,28426	0,35658	0,39347	0,30622	0,34118	1,61838	0,51244
2021-03-09	1,06184	0,89725	0,77325	0,83318	0,6843	0,52306	0,60321	0,68043	0,56473	0,63811	2,09571	0,85046
2021-03-10	0,86974	0,89851	0,74383	0,79946	0,65779	0,43436	0,5055	0,57143	0,47517	0,54856	1,94025	0,76769
2021-03-11	0,99276	1,01277	0,94048	1,03961	0,77036	0,50124	0,57097	0,63851	0,54642	0,66509	1,94969	0,87526
2021-03-12	1,07826	1,22018	1,47039	1,4181	1,06585	0,61429	0,70261	0,7844	0,66774	0,86243	2,21724	1,10014
2021-03-15	1,06053	1,13271	1,33154	1,27233	0,97448	0,55885	0,65447	0,71569	0,6077	0,78915	2,14334	1,02189
2021-03-16	1,23826	1,42852	2,0737	2,10502	2,10714	0,73669	0,85317	0,92409	0,74437	1,06699	2,25694	1,41226
2021-03-17	1,39429	1,42152	1,91713	1,57737	1,95549	0,70542	0,81914	0,90714	0,71775	1,01193	2,35821	1,34413
2021-03-18	1,92725	1,72532	1,95434	2,07616	2,17647	0,6556	0,77309	0,86652	0,76959	1,18094	2,9386	1,54944
2021-03-19	1,44839	1,66889	1,83358	2,0813	2,15625	0,64405	0,73524	0,81976	0,73471	1,08752	2,64609	1,44143
2021-03-22	2,15606	1,50059	2,14851	2,36879	3,11538	0,69526	0,7855	0,87697	0,77164	1,28073	2,82128	1,6837
2021-03-23	1,47535	1,52463	3,12027	3,86631	4,03876	0,56663	0,67019	0,74564	0,77251	1,20947	3,30049	1,93548
2021-03-24	1,90632	1,6	3,51843	4,27747	3,89499	0,57521	0,67249	0,76535	0,7041	1,39447	3,12844	2,03975
2021-03-25	1,81783	1,38915	2,50185	2,93644	3,44295	0,49859	0,59744	0,68738	0,65018	1,27312	2,90435	1,69993
2021-03-26	2,67048	1,70786	2,71622	3,53095	3,54	0,58325	0,68569	0,76219	0,70876	1,2033	2,67347	1,88929
2021-03-29	2,97222	1,8611	2,56545	3,23144	4,15556	0,5896	0,66636	0,76992	0,73184	1,10183	2,62097	1,9333
2021-03-30	3,29433	2,29755	2,52087	3,23144	4,08128	0,64357	0,71333	0,80997	0,76767	1,19034	2,68145	2,02107
2021-03-31	1,88591	3,27744	2,56906	3,22616	4,83621	0,6677	0,73627	0,85484	0,71374	1,25395	1,93103	1,99566
2021-04-01	2,02811	3,2652	2,97018	3,48402	5,01149	0,81957	0,92	1,032	0,84806	1,49846	2,58039	2,22341
2021-04-05	1,07087	1,62433	2,63977	2,25763	3,06561	0,50231	0,60108	0,68421	0,55832	0,95792	2,27759	1,47633
2021-04-06	1,26402	1,72232	2,06593	2,37587	3,47265	0,59787	0,69528	0,7912	0,64658	1,08627	2,22222	1,54002
2021-04-07	1,53908	1,7991	2,35069	2,73386	4,87977	0,66199	0,7627	0,86624	0,76035	1,20027	2,09155	1,78596
2021-04-08	1,38726	1,46193	2,06614	2,36842	4,23896	0,66166	0,76706	0,8697	0,82968	1,20246	1,83333	1,60787
2021-04-09	1,58908	2,05932	2,30405	2,45714	4,34293	0,70971	0,82276	0,94906	0,91754	1,61594	1,65	1,76523
2021-04-12	1,60699	2,08354	2,31081	2,45536	4,34031	0,71384	0,82679	0,95349	0,93006	1,35217	1,5625	1,73962
2021-04-13	1,69231	2,10578	2,20847	2,27703	3,95169	0,69207	0,80437	0,93239	0,93465	1,30835	1,27536	1,65295
2021-04-14	2,134	2,04094	2,31363	2,23779	4,46354	0,84026	0,9553	1,10069	1,38319	1,56193	1,1831	1,83767
2021-04-15	2,17735	2,3399	2,41709	2,36683	4,68966	0,93245	1,05081	1,17765	1,52523	1,736	1,26453	1,97068
2021-04-16	2,18668	2,53023	2,38167	2,44755	5,56615	0,86989	0,98741	1,0777	1,49872	1,60184	1,23851	2,03512
2021-04-19	2,45877	2,36911	2,25682	2,32773	5,2449	0,8464	0,9607	1,066	1,45718	1,55022	1,02857	1,96058
2021-04-20	6,02694	2,76382	2,4904	2,57982	6,20137	0,96128	1,08667	1,20773	1,64286	1,80333	1,01644	2,52551
2021-04-21	5,8844	6,01974	3,13163	3,88747	4,08867	1,31507	1,45418	1,66815	1,93458	2,62914	1,3746	3,03524
2021-04-22	3,50513	3,72549	2,33846	2,70667	2,71071	1,32469	1,46561	1,65401	1,88702	2,27613	1,11268	2,24606
2021-04-23	3,12882	3,36587	2,31145	2,88224	3,1124	1,4073	1,54966	1,77693	2,11494	2,36016	1,12676	2,28514
2021-04-26	2,87867	3,12728	2,15397	2,79882	2,94007	1,6229	1,774	2,18229	2,35689	2,69316	1,20588	2,33945
2021-04-27	4,17913	3,36717	2,33612	2,92644	2,44623	2,11032	2,17774	2,42222	2,34138	3,18428	1,31098	2,61836
2021-04-28	4,14597	3,3	2,27331	2,80377	2,26716	2,03431	2,11433	2,37975	2,19576	3,14423	1,7027	2,5783
2021-04-29	3,32181	2,82195	2,04685	2,41304	1,93008	1,74233	1,83768	1,97201	1,91215	2,56495	1,6393	2,2002
2021-04-30	2,30213	2,73992	2,05804	2,27614	1,81853	1,41806	1,53501	1,67668	1,62668	2,26692	1,57485	1,93572
2021-05-03	2,26876	2,66306	2,05102	2,30097	1,84251	1,34702	1,46465	1,71368	1,9363	2,5875	1,43333	1,96444
2021-05-04	2,21055	2,37794	1,79194	1,95578	1,6331	1,34576	1,45644	1,67671	1,71658	2,50298	1,39583	1,82397
2021-05-05	1,67223	1,73802	1,57799	1,65544	1,50776	1,14134	1,25366	1,40667	1,50927	2,05749	1,14667	1,51514
2021-05-06	1,71064	1,83554	1,6109	1,66667	1,52762	1,46143	1,4473	1,68785	1,7456	2,47024	1,14133	1,6641
2021-05-07	1,74324	1,83657	1,51303	1,57967	1,43918	1,42762	1,4253	1,65718	1,68283	2,37838	1,12963	1,61933
2021-05-10	1,62515	1,83161	1,41505	1,48554	1,29633	1,2651	1,27222	1,42892	1,44577	2,02073	1,12632	1,47389
2021-05-11	1,71898	1,69604	1,4965	1,54635	1,23857	1,35443	1,36794	1,48628	1,43041	2,18919	1,1	1,51134
2021-05-12	1,56056	1,61042	1,64878	1,62799	1,30816	1,55074	1,5459	1,69149	1,60572	1,87758	1,03535	1,55116
2021-05-13	1,51557	1,4152	1,78619	1,74352	1,32719	1,42436	1,43152	1,56579	1,44308	1,72527	0,9727	1,4864
2021-05-14	1,38394	1,31804	1,57605	1,49878	1,17512	1,23792	1,37515	1,39471	1,30464	1,52489	0,90338	1,33569
2021-05-17	1,25	1,24943	1,48571	1,42442	1,13397	1,20824	1,34354	1,36033	1,24809	1,45103	0,88208	1,27608
2021-05-18	1,05749	1,07237	1,27987	1,24351	1	0,96832	1,10408	1,08958	1,02767	1,15572	0,74236	1,06736
2021-05-19	0,95913	1,02299	1,17531	1,21405	0,91835	1,02227	1,16219	1,1804	0,9618	1,24838	0,75824	1,05665
2021-05-20	0,84595	0,87514	1,07495	1,12363	0,87206	0,92274	1,06099	1,07726	0,85605	1,02913	0,7094	0,94975
2021-05-21	0,85452	0,91834	1,11305	1,16101	0,90582	0,96514	1,09989	1,11874	0,86832	1,0644	0,67992	0,9772
2021-05-24	0,97462	1,02929	1,18248	1,27991	0,94845	1,03084	1,17447	1,19493	0,94197	1,17097	0,85556	1,07123
2021-05-25	0,9788	1,0355	1,1731	1,27088	0,92612	1,01322	1,15745	1,17731	0,92166	1,15252	0,88889	1,06322
2021-05-26	0,91383	1,03034	1,1778	1,23144	0,95377	1,00108	1,15579	1,15784	0,87477	1,16851	0,84233	1,04614
2021-05-27	1,03872	1,1213	1,31407	1,36647	1,05665	1,07325	1,23077	1,2514	0,93289	1,25573	0,95546	1,14515
2021-05-28	0,96941	1,0412	1,30601	1,34447	1,03175	1,15	1,31293	1,23318	0,9598	1,19875	0,93407	1,13469
2021-06-01	0,9104	0,9061	1,15578	1,16301	0,89935	0,94336	1,17782	1,13684	0,88137	1,0993	0,84615	1,01086
2021-06-02	0,86524	0,87169	1,11701	1,07845	0,90218	0,83463	1,05756	1,02962	0,8173	0,99671	0,85396	0,94767
2021-06-03	0,84329	0,86177	1,14598	1,10732	0,96023	0,96555	1,07488	1,11649	0,86697	1,07062	0,81	0,98392
2021-06-04	0,85917	0,85629	1,06883	1,02113	0,87022	0,93955	1,04642	1,07229	0,84361	1,04018	0,81782	0,94868
2021-06-07	0,7526	0,72902	0,90539	0,89421	0,74012	0,81766	0,92539	0,9344	0,74324	0,90125	0,73905	0,82567
2021-06-08	0,83678	0,80005	0,94831	0,93345	0,77795	0,88507	0,98978	1,00288	0,79931	0,97655	0,84752	0,8907
2021-06-09	0,79323	0,76292	0,91904	0,90036	0,7395	0,81333	0,92051	0,91759	0,73993	0,87526	0,90816	0,84453
2021-06-10	0,77896	0,73992	0,928	0,9267	0,76308	0,80396	0,916	0,89737	0,73195	0,87666	0,86627	0,83899
2021-06-11	0,94894	0,9081	1,07655	1,09136	0,80159	0,91102	1,0365	1,02846	0,82238	0,97828	0,95287	0,95964
2021-06-14	0,95751	0,87519	1,02462	1,02214	0,79672	0,80556	0,91924	0,93974	0,77481	0,91598	0,94545	0,90699
2021-06-15	0,94389	0,86055	0,94622	0,92627	0,71364	0,76937	0,87589	0,89963	0,73019	0,85315	0,91093	0,85725
2021-06-16	0,88265	0,81301	0,84487	0,83764	0,66146	0,66726	0,76943	0,81189	0,66886	0,74833	0,87674	0,78019
2021-06-17	0,87444	0,80183	0,82103	0,80902	0,61806	0,6395	0,74052	0,7769	0,68249	0,75746	0,90855	0,76634
2021-06-18	0,84687	0,7509	0,77713	0,76486	0,6123	0,63011	0,73134	0,7643	0,67446	0,75921	0,86745	0,74354
2021-06-21	0,85398	0,75974	0,8005	0,80858	0,63584	0,65568	0,75537	0,78929	0,69799	0,78645	0,92368	0,76974
2021-06-22	0,80172	0,73426	0,76045	0,79899	0,66075	0,65641	0,75837	0,77966	0,70048	0,78981	0,89635	0,75793
2021-06-23	0,80965	0,76077	0,78566	0,80909	0,69	0,72208	0,79004	0,83217	0,71776	0,84667	0,96699	0,79372
2021-06-24	0,93379	0,87995	0,94174	0,98724	0,84341	0,8162	0,86713	0,91735	0,78433	0,9011	1,10204	0,90675
2021-06-25	0,91956	0,85648	0,89812	0,96047	0,81274	0,76285	0,8349	0,8907	0,75775	0,86892	1,15321	0,88324
2021-06-28	0,89411	0,82524	0,98812	1,01605	0,91269	0,79683	0,87434	0,92904	0,79828	0,93203	1,17895	0,92233
2021-06-29	0,84371	0,81289	0,92596	0,94803	0,88428	0,73859	0,82067	0,8504	0,74727	0,87276	1,29581	0,88549
2021-06-30	0,87217	0,84774	0,90431	0,90026	0,86482	0,72089	0,80322	0,82674	0,73045	0,84608	1,26739	0,87128
2021-07-01	0,88892	0,81816	0,89474	0,90373	0,87352	0,70619	0,78917	0,81039	0,72638	0,85073	1,40217	0,87855
2021-07-02	0,85778	0,79463	0,88567	0,91249	0,85317	0,69277	0,77878	0,79915	0,72375	0,85962	1,40821	0,86964
2021-07-05	0,85778	0,82526	0,88567	0,91249	0,85317	0,69277	0,77878	0,79915	0,72375	0,85962	1,40821	0,87242
2021-07-06	0,81733	0,77416	0,8332	0,86667	0,75283	0,62321	0,69464	0,7206	0,64557	0,7444	1,32845	0,8001
2021-07-07	0,77926	0,71696	0,76911	0,8	0,67007	0,60627	0,68171	0,70445	0,62719	0,72813	1,17039	0,75032
2021-07-08	0,78392	0,71903	0,7688	0,82864	0,69231	0,61905	0,71337	0,74034	0,63508	0,76007	1,18864	0,76811
2021-07-09	0,88093	0,82149	0,86091	0,90298	0,7539	0,65709	0,76249	0,77392	0,68421	0,77591	1,25562	0,82995
2021-07-12	0,82964	0,77421	0,82074	0,87132	0,69578	0,64863	0,73667	0,75692	0,66247	0,7626	1,26667	0,80233
2021-07-13	0,87818	0,80863	0,86851	0,95073	0,77038	0,72743	0,79276	0,8164	0,72071	0,83302	1,29079	0,85978
2021-07-14	0,8129	0,76263	0,86168	0,92634	0,76762	0,68874	0,75802	0,78425	0,68594	0,77446	1,27329	0,8269
2021-07-15	0,73956	0,6954	0,8126	0,8736	0,73468	0,61965	0,69187	0,71488	0,63801	0,69301	1,23732	0,76824
2021-07-16	0,76141	0,7035	0,85833	0,93534	0,77506	0,64085	0,70755	0,74024	0,66935	0,74625	1,29792	0,80325
2021-07-19	0,63872	0,59269	0,76441	0,8447	0,77922	0,54966	0,62092	0,64987	0,6066	0,64656	1,18333	0,71606
2021-07-20	0,64879	0,61732	0,77658	0,81332	0,82445	0,55321	0,62631	0,64508	0,61177	0,71402	1,11837	0,72266
2021-07-21	0,68247	0,6371	0,75794	0,79048	0,80784	0,55465	0,62685	0,65094	0,63279	0,64343	1,08415	0,71533
2021-07-22	0,72278	0,68827	0,79825	0,84003	0,77211	0,59493	0,66302	0,68867	0,68146	0,693	1,1068	0,74994
2021-07-23	0,76238	0,74255	0,87408	0,87606	0,80945	0,62241	0,69286	0,7325	0,69399	0,7027	1,08031	0,78084
2021-07-26	0,74994	0,72765	0,86265	0,86417	0,76101	0,63877	0,7084	0,75313	0,71061	0,72032	1,09615	0,78116
2021-07-27	0,7289	0,72551	0,86925	0,8749	0,77375	0,62366	0,69778	0,73217	0,69207	0,6746	1,1306	0,77484
2021-07-28	0,76987	0,74182	0,87857	0,90847	0,78859	0,64824	0,72218	0,75819	0,7358	0,72661	1,19355	0,80654
2021-07-29	0,78993	0,75362	0,95511	0,98358	0,83505	0,65922	0,73259	0,76636	0,74319	0,73679	1,24897	0,83677
2021-07-30	0,85521	0,80828	0,99408	1,04517	0,84421	0,74036	0,79737	0,81841	0,80658	0,78763	1,33958	0,89426
2021-08-02	0,7783	0,71366	0,99041	1,02632	0,82375	0,70129	0,76296	0,77145	0,76301	0,73597	1,18563	0,84116
2021-08-03	0,7301	0,67367	0,96065	0,97242	0,77031	0,62963	0,71486	0,7443	0,72113	0,6968	1,15706	0,79736
2021-08-04	0,63643	0,61378	0,91518	0,95532	0,76208	0,56229	0,64992	0,68311	0,64434	0,61026	1,20472	0,74886
2021-08-05	0,6355	0,60597	0,93635	0,94281	0,78267	0,58492	0,66482	0,69428	0,64859	0,61579	1,15507	0,75152
2021-08-06	0,62795	0,57682	0,87967	0,87713	0,76604	0,57393	0,66881	0,69012	0,64915	0,60071	1,19355	0,73672
2021-08-09	0,6171	0,58044	0,91201	0,90406	0,77419	0,58612	0,68369	0,70619	0,62365	0,63711	1,15308	0,74342
2021-08-10	0,62923	0,60987	0,89229	0,89277	0,76151	0,59576	0,70041	0,7126	0,69801	0,6287	1,17126	0,75386
2021-08-11	0,66867	0,64812	0,98124	0,96859	0,82195	0,61695	0,72082	0,73165	0,75117	0,6426	1,2515	0,8003
2021-08-12	0,62254	0,59215	0,87163	0,87997	0,76418	0,5963	0,68379	0,70108	0,69438	0,64254	1,24802	0,75423
2021-08-13	0,61761	0,58012	0,85037	0,86418	0,68444	0,57881	0,68408	0,68739	0,67521	0,64631	1,27	0,73987
2021-08-16	0,6038	0,56197	0,79822	0,80908	0,63045	0,56913	0,67484	0,67788	0,66511	0,63628	1,26747	0,71766
2021-08-17	0,55048	0,54531	0,73291	0,74255	0,56685	0,55942	0,67241	0,65442	0,63749	0,6083	1,24405	0,68311
2021-08-18	0,5239	0,51323	0,66929	0,62353	0,48176	0,51008	0,61862	0,61328	0,60386	0,5512	1,26733	0,63419
2021-08-19	0,48427	0,47755	0,63038	0,5875	0,45024	0,4924	0,60212	0,60738	0,5896	0,56307	1,18235	0,60608
2021-08-20	0,46058	0,47015	0,55418	0,51314	0,38885	0,43159	0,54353	0,52688	0,53375	0,486	1,14145	0,55001
2021-08-23	0,55128	0,57192	0,66247	0,61964	0,50613	0,56955	0,65919	0,6724	0,67308	0,64405	1,16535	0,66319
2021-08-24	0,59048	0,60275	0,59267	0,59645	0,43654	0,57167	0,67152	0,68447	0,68507	0,65946	1,18431	0,6614
2021-08-25	0,58768	0,56749	0,66618	0,66969	0,62	0,61532	0,70266	0,70041	0,69605	0,63621	1,16667	0,69349
2021-08-26	0,56029	0,53789	0,68857	0,70707	0,64196	0,61116	0,69992	0,63548	0,68769	0,58793	1,18519	0,68574
2021-08-27	0,60541	0,61151	0,828	0,81507	0,7245	0,67476	0,76614	0,70083	0,68672	0,70045	1,24016	0,75941
2021-08-30	0,61266	0,59797	0,80685	0,79154	0,67002	0,68643	0,77741	0,71277	0,6909	0,7171	1,21832	0,75291
2021-08-31	0,60596	0,62428	0,85069	0,82262	0,69056	0,72831	0,80438	0,78602	0,74787	0,74004	1,24756	0,78621
2021-09-01	0,605	0,57458	0,79531	0,77796	0,58525	0,68096	0,74629	0,7576	0,74455	0,72736	1,26834	0,7512
2021-09-02	0,63868	0,72272	0,8761	0,86516	0,63733	0,77847	0,84688	0,85953	0,81517	0,81326	1,35189	0,83683
2021-09-03	0,67528	0,71044	0,86375	0,83388	0,635	0,81711	0,89877	0,89606	0,85091	0,85796	1,37177	0,85554
2021-09-06	0,74704	0,76229	0,91564	0,908	0,68805	0,83548	0,91563	0,90117	0,87876	0,87224	1,4101	0,89404
2021-09-07	0,72562	0,75854	0,86732	0,87274	0,68879	0,80331	0,88455	0,87511	0,8495	0,83189	1,39394	0,8683
2021-09-08	0,8812	0,87802	0,98442	1,00364	0,73594	0,92585	1,00753	0,99619	1,01261	0,9591	1,60526	0,99907
2021-09-09	0,79396	0,78389	0,94098	0,95508	0,69938	0,87958	0,94562	0,95014	0,95146	0,88358	1,59825	0,94381
2021-09-10	0,87436	0,84467	1,02546	1,04097	0,77998	0,95652	0,99627	1,02611	0,9918	1,00417	1,64523	1,01687
2021-09-13	0,88963	0,88067	0,99048	1,04977	0,77951	0,92864	0,98712	1,01525	0,98291	0,9668	1,59789	1,00624
2021-09-14	0,89444	0,89396	0,98366	0,98835	0,81515	0,92871	0,98621	1,01429	0,96161	0,98887	1,5942	1,00449
2021-09-15	0,8958	0,89277	0,94463	0,96491	0,70602	0,95507	1,01369	1,04356	0,9752	1,0333	1,63232	1,00521
2021-09-16	0,80956	0,82246	0,83773	0,8393	0,63643	0,92857	0,98743	1,01583	0,95884	1,01394	1,58869	0,94898
2021-09-17	0,75872	0,76246	0,78767	0,8051	0,65773	0,84657	0,90674	0,91897	0,87846	0,9414	1,60819	0,89745
2021-09-20	0,71356	0,74549	0,73137	0,75656	0,65485	0,8223	0,85482	0,91682	0,86113	0,91271	1,60118	0,87007
2021-09-21	0,79598	0,82437	0,78583	0,80835	0,73722	0,91745	0,93617	1,00377	0,9464	1,01724	1,68219	0,95045
2021-09-22	0,82984	0,84868	0,80995	0,82161	0,76848	0,97897	0,9892	1,0613	0,96839	1,10774	1,69293	0,98883
2021-09-23	0,83943	0,86031	0,83604	0,85004	0,8913	1,03173	1,03808	1,0916	1	1,15425	1,68675	1,02541
2021-09-24	0,84941	0,8773	0,83536	0,81463	0,84272	1,02562	1,03223	1,05965	0,99226	1,12029	1,68	1,01177
2021-09-27	0,88567	0,9274	0,81449	0,81215	0,82091	1,04695	1,03815	1,07024	0,99829	1,13636	1,69685	1,0225
2021-09-28	0,8641	0,88266	0,74593	0,74295	0,72391	1,0037	0,99563	1,02735	0,94019	1,09453	1,79337	0,98312
2021-09-29	0,92314	0,93057	0,84628	0,85029	0,80858	1,08042	1,08476	1,12925	1,01991	1,19421	1,83202	1,06358
