"Date"	"CrudeWTI"	"CrudeBrent"	"NYGasoline"	"USGGasoline"	"LAGasoline"	"NYHeatingOil"	"NYDiesel"	"USGDiesel"	"LADiesel"	"USGJetFuel"	"MBTXPropane"	"MEAN"
2021-09-30	0,87815	0,93077	0,85016	0,90092	0,8299	1,02818	1,03472	1,08652	0,95067	1,12042	1,8631	1,04305
2021-10-01	0,97377	0,99748	0,92769	0,96769	0,89762	1,10595	1,11082	1,15706	0,99318	1,16152	2,03673	1,12086
2021-10-04	1,10515	1,14316	1,03201	1,07878	0,97467	1,22819	1,24173	1,30048	1,10984	1,37917	2,07202	1,24229
2021-10-05	1,02377	1,07944	0,92082	0,97993	0,88488	1,15209	1,19561	1,23853	1,07712	1,21595	1,93137	1,1545
2021-10-06	0,91658	0,97213	0,85058	0,89388	0,79701	1,02111	1,0678	1,09323	0,96266	1,0806	1,90874	1,0513
2021-10-07	0,97037	1,02708	0,92578	0,9215	0,83744	1,08132	1,11644	1,14782	1,02135	1,13327	1,90467	1,09882
2021-10-08	0,93835	0,95643	0,90179	0,89385	0,81099	1,03659	1,07435	1,09722	0,97755	1,08188	1,7434	1,04658
2021-10-11	0,99407	1,01177	0,97843	0,98177	0,86869	1,09083	1,11809	1,129	1,0008	1,10868	1,80038	1,09841
2021-10-12	1,0589	1,06247	1,00815	1,02034	0,98229	1,13812	1,17283	1,19641	1,06436	1,16478	1,78846	1,15065
2021-10-13	1,01524	1,02056	1,02278	1,0529	1,01291	1,14388	1,16525	1,19217	1,05731	1,17481	1,71048	1,14257
2021-10-14	0,9929	1,00574	1,00962	1,06441	1,042	1,12696	1,15667	1,18348	1,06465	1,16209	1,72015	1,13897
2021-10-15	1,01738	1,03485	1,08929	1,11674	1,11364	1,12478	1,16388	1,18674	1,07085	1,16912	1,74122	1,16623
2021-10-18	1,02998	1,03507	1,11934	1,16784	1,15226	1,12268	1,16145	1,18447	1,08059	1,14219	1,78131	1,17974
2021-10-19	1,04448	1,05909	1,12906	1,18069	1,09807	1,21005	1,21293	1,25632	1,15754	1,15599	1,79026	1,20859
2021-10-20	1,04013	1,06055	1,11347	1,15371	1,09105	1,20414	1,20731	1,24978	1,14215	1,17468	1,79737	1,20312
2021-10-21	1,07222	1,10975	1,15776	1,2109	1,14333	1,23176	1,24189	1,29742	1,17402	1,22929	1,79811	1,24241
2021-10-22	1,08922	1,06953	1,16414	1,18783	1,15577	1,19654	1,20708	1,24527	1,13428	1,19355	1,76022	1,21849
2021-10-25	1,13038	1,08425	1,21832	1,23351	1,21664	1,23049	1,23264	1,2491	1,13173	1,21735	1,55185	1,22693
2021-10-26	1,23079	1,17896	1,27082	1,34775	1,13961	1,27877	1,28305	1,31642	1,13126	1,28418	1,64272	1,28221
2021-10-27	1,10117	1,11782	1,14726	1,21634	1,04625	1,14882	1,16135	1,193	0,96664	1,15465	1,51381	1,16065
2021-10-28	1,22109	1,20285	1,26643	1,35782	1,17059	1,23135	1,24307	1,27298	1,08604	1,25768	1,56121	1,26101
2021-10-29	1,32332	1,27298	1,34907	1,44587	1,25402	1,28488	1,27539	1,28504	1,18421	1,31744	1,60452	1,32698
2021-11-01	1,35915	1,32618	1,31354	1,42787	1,18235	1,31538	1,30579	1,33971	1,13208	1,33131	1,58879	1,32928
2021-11-02	1,29262	1,23452	1,39263	1,40351	1,17475	1,29485	1,25517	1,26228	1,07103	1,26378	1,52277	1,28799
2021-11-03	1,15865	1,12471	1,21067	1,24762	1,0008	1,17994	1,14753	1,15314	0,9435	1,14176	1,51455	1,16571
2021-11-04	1,02412	1,01991	1,15154	1,14808	0,89628	1,07763	1,06941	1,06579	0,84541	1,06729	1,44326	1,07352
2021-11-05	1,10711	1,08842	1,14672	1,14698	0,89615	1,11996	1,11274	1,09353	0,87917	1,09777	1,44227	1,1028
2021-11-08	1,21693	1,1854	1,17395	1,21279	0,9569	1,19944	1,16419	1,12863	0,92273	1,15859	1,48746	1,16427
2021-11-09	1,10037	1,06499	1,09106	1,11849	1,01304	1,10018	1,07502	1,06498	0,88873	1,065	1,54107	1,10208
2021-11-10	0,97256	0,96237	0,95918	0,96891	0,89873	0,98623	0,96557	0,94853	0,77135	0,95667	1,53761	0,99343
2021-11-11	0,97599	0,96235	0,9934	1,00262	0,95282	0,98961	0,9686	0,95556	0,78827	0,9607	1,46942	1,00176
2021-11-12	0,97726	0,96632	1,04142	1,05018	1,05288	0,99472	0,97138	0,95903	0,77955	0,96625	1,27027	1,00266
2021-11-15	1,02479	0,97398	1,09326	1,12408	1,14378	1,04874	1,005	0,99744	0,82244	1,00363	1,20145	1,03987
2021-11-16	0,96305	0,93983	1,05912	1,06595	1,13445	1,02648	0,99019	0,98324	0,88374	1,02258	1,22545	1,02673
2021-11-17	0,89913	0,89633	0,98571	0,99111	1,10408	0,95105	0,91445	0,91445	0,8578	0,96655	1,11418	0,96317
2021-11-18	0,89529	0,92146	1,01525	0,99734	1,00865	0,8978	0,89144	0,8869	0,84615	0,93198	1,10943	0,94561
2021-11-19	0,83089	0,86215	0,92107	0,88743	0,88488	0,79466	0,79186	0,78761	0,80938	0,81581	1,24498	0,87552
2021-11-22	0,82758	0,84905	0,93844	0,91906	0,90433	0,81162	0,80357	0,8048	0,81891	0,79156	1,17349	0,87658
2021-11-23	0,82522	0,854	0,97061	0,95416	0,89354	0,83687	0,83308	0,82445	0,89183	0,84609	1,12952	0,89631
2021-11-24	0,75173	0,76646	0,86183	0,84809	0,76796	0,73988	0,73085	0,72979	0,80082	0,76404	1,08972	0,80465
2021-11-25	0,7183	0,73467	0,81922	0,80699	0,72507	0,70145	0,69379	0,70052	0,74917	0,73892	1,05138	0,76722
2021-11-26	0,7183	0,56239	0,81922	0,80699	0,72507	0,70145	0,69379	0,70052	0,74917	0,73892	1,05138	0,75156
2021-11-29	0,53313	0,56442	0,62471	0,66799	0,50606	0,52628	0,52962	0,52907	0,60841	0,55459	1,06055	0,60953
2021-11-30	0,46327	0,51281	0,59559	0,65296	0,55708	0,48799	0,50952	0,49326	0,6324	0,51897	0,79262	0,56513
2021-12-01	0,46924	0,47842	0,58852	0,65852	0,54771	0,49922	0,54824	0,53058	0,52759	0,52721	0,75704	0,55748
2021-12-02	0,47247	0,47615	0,62226	0,65563	0,57706	0,51072	0,55449	0,55079	0,4595	0,54277	0,66038	0,55293
2021-12-03	0,45433	0,46186	0,58152	0,59838	0,65326	0,49466	0,51445	0,55605	0,4268	0,49421	0,69231	0,53889
2021-12-06	0,50595	0,4945	0,65967	0,67585	0,73349	0,54663	0,55906	0,56595	0,43416	0,58736	0,66948	0,58474
2021-12-07	0,57349	0,55336	0,71061	0,7418	0,79036	0,58441	0,59814	0,60619	0,46871	0,62364	0,85185	0,64569
2021-12-08	0,58699	0,55487	0,7272	0,77017	0,76332	0,60301	0,61708	0,62051	0,4572	0,64247	0,72117	0,64218
2021-12-09	0,55827	0,51813	0,67149	0,69728	0,69783	0,58832	0,59871	0,59529	0,4388	0,64169	0,73756	0,61304
2021-12-10	0,53358	0,48977	0,65551	0,65367	0,68842	0,56195	0,57572	0,57122	0,42866	0,62711	0,7395	0,59319
2021-12-13	0,52801	0,4821	0,64873	0,63113	0,65437	0,54727	0,56394	0,55802	0,41576	0,60046	0,75382	0,58033
2021-12-14	0,50085	0,45952	0,61658	0,60139	0,6241	0,50473	0,52378	0,5134	0,38651	0,55157	0,72742	0,54635
2021-12-15	0,48991	0,45184	0,64207	0,63629	0,66691	0,52329	0,53183	0,52569	0,43702	0,55869	0,68842	0,55927
2021-12-16	0,51149	0,46842	0,61227	0,60604	0,6484	0,50897	0,52706	0,52544	0,43611	0,56444	0,63968	0,54985
2021-12-17	0,46731	0,4252	0,55384	0,54626	0,587	0,46143	0,48893	0,48174	0,42857	0,51129	0,50659	0,4962
2021-12-20	0,40069	0,35154	0,5028	0,51719	0,49431	0,44958	0,44613	0,45293	0,41517	0,45533	0,51587	0,45469
2021-12-21	0,48776	0,43944	0,5912	0,61405	0,57163	0,54467	0,54155	0,54692	0,51449	0,55111	0,43696	0,53089
2021-12-22	0,5487	0,49739	0,61953	0,64805	0,59151	0,59071	0,58288	0,60185	0,54917	0,61782	0,48551	0,57574
2021-12-23	0,5413	0,49383	0,59505	0,62741	0,51083	0,56657	0,5592	0,58697	0,51777	0,59354	0,49858	0,55373
2021-12-24	0,53362	0,47877	0,59731	0,62982	0,51276	0,56657	0,56024	0,59028	0,52163	0,59706	0,49858	0,55333
2021-12-27	0,56683	0,47877	0,61571	0,65282	0,54847	0,5864	0,57831	0,60069	0,53626	0,61176	0,51989	0,57236
2021-12-28	0,60021	0,47877	0,64255	0,66741	0,58612	0,61853	0,60203	0,62439	0,56544	0,64185	0,52228	0,59542
2021-12-29	0,60042	0,55888	0,63514	0,65932	0,5903	0,61819	0,60108	0,6149	0,6264	0,63267	0,53571	0,60664
2021-12-30	0,59266	0,54927	0,61474	0,63702	0,57605	0,61643	0,61288	0,61769	0,6188	0,63321	0,49137	0,59637
2021-12-31	0,55801	0,508	0,58136	0,62811	0,54563	0,58155	0,57977	0,58589	0,60264	0,61269	0,50134	0,57136
2022-01-03	0,57166	0,52772	0,60083	0,64861	0,55387	0,60587	0,60285	0,60964	0,62178	0,63806	0,50134	0,58929
2022-01-04	0,62208	0,57614	0,6505	0,70232	0,62386	0,67082	0,65798	0,68504	0,69609	0,71265	0,5	0,64523
2022-01-05	0,56348	0,51618	0,5569	0,59663	0,54353	0,60154	0,60092	0,58939	0,63842	0,64462	0,40625	0,5689
2022-01-06	0,57522	0,52398	0,56088	0,60585	0,54596	0,6344	0,63189	0,63587	0,69069	0,68855	0,39851	0,59016
2022-01-07	0,56034	0,53222	0,55159	0,57801	0,53292	0,64861	0,62394	0,63246	0,71541	0,68768	0,40124	0,58767
2022-01-10	0,49808	0,46928	0,47398	0,49638	0,48764	0,59434	0,58217	0,58762	0,63225	0,65098	0,30939	0,52565
2022-01-11	0,55647	0,5496	0,55003	0,56109	0,55487	0,66033	0,64395	0,65243	0,67875	0,72025	0,28702	0,58316
2022-01-12	0,55445	0,53323	0,54075	0,56491	0,55879	0,6502	0,63864	0,64295	0,67947	0,67054	0,35476	0,58079
2022-01-13	0,55217	0,54539	0,5346	0,55869	0,5636	0,65063	0,63802	0,64337	0,68305	0,67168	0,23294	0,57038
2022-01-14	0,56761	0,56331	0,5495	0,58187	0,56959	0,64141	0,64272	0,65473	0,67684	0,68771	0,30355	0,58535
2022-01-17	0,60421	0,60255	0,58424	0,62316	0,60401	0,68319	0,67382	0,68709	0,7012	0,73482	0,18789	0,60784
2022-01-18	0,63483	0,63863	0,60154	0,63989	0,57393	0,71802	0,70536	0,71969	0,7391	0,78507	0,23486	0,63554
2022-01-19	0,64252	0,61863	0,58038	0,62376	0,55356	0,70027	0,68444	0,69909	0,71689	0,76022	0,32203	0,62744
2022-01-20	0,62321	0,61247	0,56907	0,61421	0,53337	0,68161	0,6631	0,67164	0,69968	0,72261	0,39176	0,61661
2022-01-21	0,60679	0,61189	0,56549	0,60462	0,44116	0,70294	0,68695	0,6954	0,67782	0,74446	0,38561	0,61119
2022-01-24	0,61591	0,58892	0,5621	0,58893	0,50176	0,70799	0,68961	0,6956	0,68699	0,7361	0,3629	0,61244
2022-01-25	0,64096	0,61418	0,5632	0,58843	0,50779	0,7006	0,67862	0,68114	0,69981	0,67964	0,32203	0,60695
2022-01-26	0,67896	0,65074	0,59404	0,62686	0,53268	0,75588	0,71957	0,72975	0,71393	0,81973	0,359	0,65283
2022-01-27	0,65897	0,64699	0,62414	0,65562	0,56514	0,81275	0,76199	0,7951	0,75508	0,86306	0,33077	0,67906
2022-01-28	0,67757	0,66703	0,61001	0,6441	0,56387	0,78908	0,74046	0,77426	0,73255	0,82863	0,38798	0,67414
2022-01-31	0,70936	0,67149	0,63551	0,67921	0,58218	0,75319	0,72733	0,77273	0,73717	0,82075	0,49539	0,68948
2022-02-01	0,64743	0,59943	0,61794	0,65109	0,58391	0,72508	0,66465	0,70013	0,70036	0,77304	0,50345	0,6515
2022-02-02	0,60964	0,58678	0,60229	0,63128	0,56893	0,71493	0,64209	0,67894	0,6784	0,74865	0,5942	0,64147
2022-02-03	0,61972	0,58659	0,60297	0,62716	0,57102	0,74746	0,66883	0,70463	0,70297	0,76213	0,5942	0,65343
2022-02-04	0,64211	0,64225	0,62069	0,64997	0,59637	0,75032	0,67604	0,71679	0,70306	0,76266	0,52381	0,66219
2022-02-07	0,60651	0,63551	0,64773	0,66543	0,58578	0,74654	0,66492	0,70486	0,65086	0,78913	0,42775	0,64773
2022-02-08	0,54133	0,59664	0,58564	0,60219	0,50306	0,67609	0,63833	0,63668	0,57639	0,71283	0,38068	0,58635
2022-02-09	0,53531	0,56322	0,61434	0,62707	0,52538	0,69037	0,65452	0,65141	0,59686	0,7253	0,4181	0,60017
2022-02-10	0,53058	0,57545	0,63877	0,6627	0,52563	0,67296	0,64599	0,63845	0,58923	0,71256	0,44522	0,60341
2022-02-11	0,59911	0,59601	0,68686	0,71153	0,6101	0,75353	0,72602	0,72311	0,65348	0,8018	0,45882	0,66549
2022-02-14	0,60538	0,62734	0,64953	0,67009	0,65738	0,7363	0,69966	0,70198	0,63813	0,76407	0,39844	0,64985
2022-02-15	0,54739	0,54813	0,59404	0,6139	0,61963	0,67489	0,64342	0,65425	0,58143	0,69829	0,39844	0,59762
2022-02-16	0,56201	0,52345	0,47911	0,49029	0,52528	0,57638	0,55745	0,54924	0,46774	0,59926	0,4343	0,52405
2022-02-17	0,50237	0,4654	0,4817	0,52689	0,52698	0,54656	0,53088	0,50274	0,46394	0,55756	0,33231	0,4943
2022-02-18	0,51093	0,5007	0,52728	0,58181	0,5598	0,55679	0,53534	0,5299	0,48579	0,60037	0,32209	0,51916
2022-02-21	0,54364	0,57463	0,51799	0,54708	0,49194	0,5632	0,54125	0,53162	0,45459	0,6063	0,34969	0,52018
2022-02-22	0,49359	0,52526	0,47154	0,50532	0,52081	0,51344	0,50161	0,48859	0,4271	0,57211	0,36296	0,4893
2022-02-23	0,49432	0,52379	0,46596	0,49861	0,43708	0,49301	0,50796	0,5065	0,43294	0,55562	0,32604	0,47653
2022-02-24	0,46765	0,51518	0,47212	0,41836	0,53411	0,5011	0,51275	0,51647	0,44076	0,55131	0,30564	0,47595
2022-02-25	0,44537	0,47788	0,45502	0,40833	0,51988	0,52655	0,5092	0,5016	0,41733	0,55697	0,43229	0,47731
2022-02-28	0,56182	0,56514	0,48972	0,44067	0,55316	0,65969	0,62669	0,64631	0,50769	0,69798	0,45349	0,56385
2022-03-01	0,71226	0,71825	0,69716	0,58858	0,59881	0,84629	0,80856	0,78186	0,68073	0,84802	0,50676	0,70793
2022-03-02	0,85494	0,88286	0,7266	0,69655	0,72846	1,07071	1,01436	0,98492	0,88019	1,06785	0,49278	0,85456
2022-03-03	0,75591	0,783	0,65781	0,65963	0,72544	1,02456	0,97986	0,95044	0,80051	1,00423	0,59091	0,81203
2022-03-04	0,81429	0,83987	0,72511	0,73286	0,79942	1,10541	1,05576	1,03191	0,88465	1,08726	0,48818	0,86952
2022-03-07	0,80478	0,84446	0,69756	0,71709	0,76941	1,18383	1,10251	1,07744	0,93591	1,09836	0,65641	0,89889
2022-03-08	0,90128	0,95853	0,77706	0,81314	0,97546	1,53689	1,39927	1,38839	1,24709	1,39766	0,71809	1,10117
2022-03-09	0,69963	0,73922	0,60889	0,64062	0,80242	1,04343	0,9409	0,90598	0,79848	0,87897	0,72175	0,79821
2022-03-10	0,6436	0,69614	0,48316	0,53665	0,70005	0,88079	0,80261	0,7426	0,63166	0,8101	0,72727	0,69588
2022-03-11	0,65571	0,70335	0,50967	0,52582	0,73827	0,89421	0,82644	0,7634	0,68701	0,84432	0,72175	0,71545
2022-03-14	0,57372	0,60287	0,38218	0,45855	0,62614	0,80863	0,72727	0,66838	0,58221	0,74432	0,40943	0,59852
2022-03-15	0,47521	0,52864	0,31625	0,39884	0,84118	0,68233	0,59259	0,54597	0,47971	0,6167	0,35722	0,53042
2022-03-16	0,46328	0,53951	0,34556	0,41618	0,84	0,77115	0,67478	0,63809	0,57178	0,70949	0,3145	0,5713
2022-03-17	0,5952	0,67577	0,49157	0,58678	0,90965	1,01329	0,89111	0,85928	0,78931	0,95136	0,48444	0,7498
2022-03-18	0,74629	0,84061	0,61412	0,70883	1,04855	1,27694	1,11721	1,07728	0,96318	1,13553	0,50111	0,91179
2022-03-21	0,82549	0,91078	0,72963	0,74881	1,03911	1,28947	1,16959	1,12815	0,91757	1,23551	0,59368	0,96253
2022-03-22	0,80595	0,90218	0,68134	0,71105	0,99606	1,27976	1,19419	1,11373	0,9262	1,19718	0,57238	0,94364
2022-03-23	0,98944	1,12675	0,7973	0,8489	1,14103	1,57719	1,45366	1,34841	1,21027	1,49481	0,67812	1,15144
2022-03-24	0,86846	0,94631	0,65732	0,7189	1,00244	1,4967	1,38009	1,28828	1,11768	1,40851	0,62556	1,04638
2022-03-25	0,98734	1,00408	0,74816	0,81916	0,98792	1,53923	1,42841	1,46055	1,16076	1,43166	0,62918	1,10877
2022-03-28	0,76514	0,79552	0,57974	0,63058	0,80176	1,24985	1,16204	1,18295	0,98598	1,1702	0,57	0,89943
2022-03-29	0,6954	0,76069	0,5487	0,62487	0,74952	1,2097	1,12721	1,17952	1,01022	1,4913	0,56236	0,90541
2022-03-30	0,78051	0,82664	0,60825	0,67441	0,69704	1,24191	1,16844	1,23178	1,05531	1,51889	0,57174	0,94318
2022-03-31	0,69843	0,68907	0,6032	0,63536	0,64402	1,18877	1,04291	1,17681	0,94137	1,44112	0,65647	0,88341
2022-04-01	0,61733	0,66218	0,53781	0,56874	0,61138	0,99403	0,86842	0,99381	0,96292	1,23214	0,48959	0,77621
2022-04-04	0,68197	0,69381	0,60341	0,60896	0,64771	1,24194	1,10855	1,01237	1,02364	1,34667	0,51698	0,86237
2022-04-05	0,73642	0,66954	0,61082	0,6025	0,63325	1,18842	1,13303	1,08854	1,01926	1,29393	0,35204	0,84798
2022-04-06	0,62437	0,63999	0,56631	0,55412	0,56507	1,10794	1,06233	1,00914	0,95303	1,25	0,36315	0,79049
2022-04-07	0,60699	0,61381	0,57098	0,56656	0,58703	1,05914	0,97895	0,96075	0,92017	1,09913	0,42938	0,76299
2022-04-08	0,64989	0,63086	0,59527	0,59531	0,61676	1,07892	0,99173	0,97507	0,93304	1,11553	0,50588	0,78984
2022-04-11	0,58914	0,58216	0,53272	0,5186	0,54483	1,05619	0,92431	0,90966	0,90691	0,85208	0,49175	0,71894
2022-04-12	0,68375	0,67393	0,60765	0,59587	0,60588	1,16516	1,01874	0,99376	0,99946	1,15773	0,60976	0,82834
2022-04-13	0,73189	0,72672	0,66447	0,65567	0,6361	1,31471	1,14309	1,13262	1,12279	1,28186	0,68153	0,91741
2022-04-14	0,69184	0,67645	0,64272	0,65091	0,63251	1,29803	1,12547	1,12582	1,11774	1,26887	0,70323	0,90305
2022-04-18	0,71374	0,67975	0,6279	0,66734	0,59091	1,295	1,12144	1,14688	1,10518	1,26486	0,75225	0,90593
2022-04-19	0,61914	0,58536	0,49729	0,59242	0,55135	1,27539	1,14873	1,10828	1,03947	1,23339	0,66837	0,8472
2022-04-20	0,63808	0,60774	0,5425	0,64018	0,61137	1,36411	1,22471	1,14223	1,12214	1,32045	0,77038	0,90763
2022-04-21	0,69367	0,67448	0,59866	0,68289	0,66989	1,38639	1,2105	1,16991	1,21603	1,35097	0,75535	0,94625
2022-04-22	0,67388	0,61595	0,5704	0,63515	0,67709	1,37617	1,20011	1,14741	1,19778	1,33654	0,68	0,91914
2022-04-25	0,6018	0,50981	0,6426	0,63805	0,62582	1,46033	1,27962	1,23333	1,04217	1,53114	0,64238	0,92791
2022-04-26	0,65463	0,57084	0,71994	0,7108	0,67823	1,62515	1,42013	1,52755	1,09632	1,70173	0,71333	1,03806
2022-04-27	0,61764	0,55925	0,7213	0,71241	0,68468	1,74828	1,5034	1,69697	1,11197	1,8121	0,70844	1,07968
2022-04-28	0,65288	0,57692	0,70088	0,68948	0,71448	1,86659	1,68666	1,8336	1,1266	1,93852	0,43889	1,11141
2022-04-29	0,60908	0,58746	0,64969	0,65997	0,68393	1,533	1,36159	1,47462	1,091	1,61943	0,43889	0,97351
2022-05-02	0,65638	0,59988	0,70024	0,70274	0,72009	1,90695	1,68942	1,41368	1,25552	1,64417	0,47093	1,06909
2022-05-03	0,5906	0,54939	0,68419	0,7	0,70405	1,75564	1,55277	1,26929	1,12815	1,44077	0,55666	0,99377
2022-05-04	0,6409	0,60398	0,72194	0,74566	0,72527	1,68986	1,502	1,22313	1,0689	1,45516	0,57764	0,99586
2022-05-05	0,64818	0,60823	0,73452	0,75415	0,73563	1,67492	1,48274	1,23677	0,99901	1,38177	0,56894	0,98408
2022-05-06	0,69504	0,65928	0,82724	0,85178	0,8198	1,5591	1,38758	1,11716	0,97141	1,37564	0,56663	0,98461
2022-05-09	0,58682	0,55202	0,71994	0,72471	0,70697	1,54814	1,41331	0,98929	0,86517	1,26343	0,52547	0,89957
2022-05-10	0,53635	0,49555	0,67989	0,74988	0,67539	1,56015	1,57327	1,03053	0,92885	1,35735	0,50124	0,91713
2022-05-11	0,61537	0,56472	0,7314	0,82136	0,754	1,65269	1,60058	0,99398	0,90038	1,31299	0,52005	0,95159
2022-05-12	0,60931	0,55214	0,76427	0,869	0,8046	1,61114	1,56106	0,94269	0,87924	1,21492	0,50496	0,93757
2022-05-13	0,73175	0,66449	0,90086	1,01392	1,00326	1,72446	1,66152	1,02256	1,05862	1,31624	0,52579	1,05668
2022-05-16	0,74633	0,65887	0,88749	0,95364	0,99451	1,78036	1,49487	0,91558	1,00098	1,15606	0,56472	1,01394
2022-05-17	0,6955	0,62152	0,84046	0,83118	0,85561	1,68514	1,43832	0,83143	0,92513	1,05121	0,52882	0,93675
2022-05-18	0,67461	0,59455	0,73977	0,73227	0,76676	1,29453	1,1324	0,74327	0,8577	0,95937	0,50752	0,81843
2022-05-19	0,77323	0,69288	0,85598	0,83391	0,85904	1,17456	0,99652	0,84985	0,96405	1,05063	0,5225	0,87029
2022-05-20	0,81808	0,74333	0,93864	0,93096	0,8517	1,22637	1,04286	0,88528	1,02568	1,09569	0,5125	0,91555
2022-05-23	0,73432	0,72557	0,87597	0,87025	0,7619	1,15854	0,98498	0,84781	1,02962	1,07004	0,49191	0,86826
2022-05-24	0,70195	0,68786	0,83899	0,87822	0,73236	1,12093	0,94765	0,86703	0,97859	1,06006	0,43473	0,84076
2022-05-25	0,70333	0,69201	0,87044	0,91004	0,83854	1,1849	1,00394	0,9393	1,01208	1,13771	0,40941	0,88197
2022-05-26	0,74959	0,73814	0,85323	0,90166	0,81551	1,13301	0,96826	0,97295	1,05533	1,16846	0,40445	0,88733
2022-05-27	0,71916	0,7455	0,93308	0,96727	0,88631	1,08887	0,95338	0,97358	1,11161	1,17259	0,36446	0,90144
2022-05-30	0,73368	0,7735	0,94408	0,97887	0,8724	1,11033	0,97157	0,98745	1,12956	1,18988	0,36136	0,91388
2022-05-31	0,72493	0,80983	0,94787	0,93956	0,88021	1,11412	0,95784	0,98946	1,17759	1,16885	0,39545	0,9187
2022-06-01	0,7	0,74497	0,99627	0,95604	0,88761	1,20085	1,03554	1,02611	1,24286	1,18865	0,38851	0,94249
2022-06-02	0,69908	0,73088	1,06317	1,01147	0,94093	1,23595	1,0588	1,0608	1,24381	1,22271	0,34902	0,96515
2022-06-03	0,72896	0,7774	1,08653	1,06759	0,96703	1,27403	1,09972	1,10132	1,26951	1,25743	0,38453	1,00128
2022-06-06	0,70203	0,75302	1,05176	1,0423	0,95189	1,28156	1,10728	1,11434	1,28745	1,27133	0,36492	0,99344
2022-06-07	0,72735	0,78996	0,99861	1,00811	0,96157	1,24446	1,07987	1,09448	1,18072	1,23401	0,35816	0,97066
2022-06-08	0,73927	0,80978	1,00549	1,00471	1,00304	1,21209	1,05278	1,06223	1,13978	1,20065	0,32905	0,9599
2022-06-09	0,73848	0,80157	0,99536	1,03307	1,01098	1,302	1,11571	1,1323	1,21215	1,31611	0,33155	0,99903
2022-06-10	0,71638	0,77865	0,93868	0,97511	0,95462	1,26228	1,07323	1,08808	1,17298	1,26616	0,31016	0,95785
2022-06-13	0,7031	0,78265	0,89827	0,93732	0,92083	1,23651	1,05142	1,06918	1,08431	1,23875	0,27807	0,92731
2022-06-14	0,67635	0,75758	0,89523	0,92385	0,86771	1,29125	1,10449	1,11699	1,10209	1,2745	0,22845	0,93077
2022-06-15	0,60033	0,70292	0,84778	0,88995	0,83245	1,34617	1,16399	1,1808	1,19347	1,3283	0,28919	0,94321
2022-06-16	0,6321	0,70249	0,88409	0,92039	0,8567	1,40822	1,20668	1,22184	1,24421	1,39967	0,28496	0,9783
2022-06-17	0,5418	0,63494	0,85496	0,89932	0,86093	1,33117	1,14908	1,15881	1,08901	1,30559	0,21146	0,91246
2022-06-20	0,52931	0,61765	0,82621	0,86917	0,80479	1,30379	1,12644	1,13654	1,06689	1,2598	0,21399	0,88678
2022-06-21	0,50041	0,59095	0,8025	0,84433	0,78265	1,26035	1,0904	1,09942	1,03169	1,21696	0,22991	0,85905
2022-06-22	0,45208	0,54218	0,76027	0,79842	0,73718	1,21465	1,04828	1,05571	0,98136	1,16865	0,22874	0,81705
2022-06-23	0,44645	0,5222	0,71174	0,73413	0,69949	1,13876	1,01391	1,01756	0,99056	1,09696	0,17966	0,7774
2022-06-24	0,48779	0,54523	0,77609	0,8445	0,74516	1,1523	1,01756	1,036	1,03494	1,23489	0,15437	0,8208
2022-06-27	0,50168	0,5656	0,77131	0,8121	0,7337	1,13708	0,98648	1,00096	1,01001	1,19607	0,16346	0,80713
2022-06-28	0,55741	0,63426	0,82069	0,89461	0,7795	1,12396	0,97828	1,03388	0,99904	1,15352	0,18261	0,83252
2022-06-29	0,52652	0,60255	0,72456	0,79623	0,68319	1,02214	0,88884	0,94129	0,9308	1,0552	0,17692	0,75893
2022-06-30	0,46572	0,5568	0,66546	0,73895	0,60365	0,97211	0,8429	0,8806	0,88654	0,9931	0,17354	0,70721
2022-07-01	0,46422	0,55444	0,70789	0,73759	0,64008	0,97036	0,87517	0,89192	0,901	0,99209	0,10769	0,71295
2022-07-04	0,46345	0,57141	0,67487	0,69436	0,62093	0,93866	0,84764	0,8634	0,8716	0,95398	0,09776	0,69073
2022-07-05	0,34735	0,41039	0,53427	0,53132	0,4166	0,7461	0,67187	0,6797	0,69916	0,7637	0,04933	0,5318
2022-07-06	0,36254	0,43174	0,53599	0,51236	0,39854	0,71658	0,65236	0,65196	0,66731	0,73583	0,02875	0,51763
2022-07-07	0,44863	0,52604	0,65303	0,61181	0,45748	0,88086	0,79828	0,80936	0,81143	0,90528	0,10748	0,63724
2022-07-08	0,46314	0,51792	0,6316	0,57764	0,45369	0,85036	0,7688	0,78368	0,77969	0,87646	0,09917	0,61838
2022-07-11	0,42288	0,48885	0,61123	0,55769	0,45952	0,87054	0,78764	0,8043	0,78835	0,89642	0,07888	0,61512
2022-07-12	0,3164	0,39351	0,53113	0,44989	0,37682	0,79343	0,73628	0,75239	0,73829	0,82943	0,05515	0,54297
2022-07-13	0,30835	0,38284	0,49392	0,41515	0,37262	0,78646	0,72798	0,73202	0,71828	0,83316	0,0411	0,52835
2022-07-14	0,33849	0,4225	0,48339	0,41655	0,35878	0,82536	0,75702	0,76488	0,74273	0,85819	0,01093	0,54353
2022-07-15	0,38956	0,50624	0,52362	0,42084	0,42137	0,87766	0,80171	0,80254	0,77853	0,90021	0	0,58384
2022-07-18	0,45596	0,57494	0,54793	0,44165	0,44483	0,83869	0,76641	0,76585	0,74361	0,85791	-0,00907	0,58443
